id,preco
228659121972304442863099815886729581779,94563.42
68086809059173658965599732460689150208,132771.6
169041392389609942283143480484429958744,51166.555
149581053128777628511664656027161538796,76806.86
66252420228989686258481184814476626799,225235.84
262859967351480229982146627310415934358,107144.38
317829998963593347122303395131613360494,81092.31
24887841704125448157191892411715521315,155494.22
230199425899098091542244974035896211783,91677.33
74011957647759301081569160773746930781,166722.69
144733803448319336946178686862337261379,116638.336
142405383752199423425786993458884627343,94261.97
173324636074769296529189625730653285809,89348.04
155561347177954121142041908188975524664,111858.53
86026435063413102427450773798842306387,80605.914
229257356284378921190587377871031567334,37078.75
249214025842220849314985638373204146912,66455.81
83473208885390680674963932777363338591,107606.52
180580369832354477560560602690825188300,66498.73
259490022068441742630539072459542535148,99382.75
120796267956232721185119513957760631683,155895.38
241430542672617103205615601633306372934,283338.56
53091847780640456849632756954612576434,101290.445
171977066567630375608946040261692762526,143663.75
201914625874463660453645362442088079106,107273.52
84059384063449374632880341259583908854,107273.52
328387208591072585760315241990965355447,226343.97
17154426494022331794126934878064958948,178641.0
192000139416378047888346422176422040661,68260.02
180081646479210699334128198669796160399,239047.78
253986101323166575416961447245174692901,74094.91
82036269311688064017582673374303244526,119748.414
333919908274208141229966147873771212013,107273.52
313704772228414954684896419439906454998,92723.27
215781134391040786413193932814799270790,76612.43
323576127340260635108064420738794619615,137273.53
21266736316299428255003871822385501006,80829.43
186277892327196401769009247007141845185,211876.16
118653739393882803347822121960128540090,74214.99
178402222675267324741137977644713188119,114883.21
14111625130403982018582213981963028060,181859.28
325687469192316037825715120219693138391,158737.69
338873463459304189674358773507615464140,59528.543
245440709240117885881946071499467553000,106946.56
3992284778362807624983933766586748960,106591.44
177917688273646190120585781998870609412,95551.1
307183333739200840624177841605072041043,110087.27
335470794133402209198153397416379022899,100141.734
203204241445015520264242319199812317633,71529.37
134385257647410245621873088337082618012,96380.914
6540687257921476537365937337199234069,149684.58
203239807831030319375520809440266391745,76150.29
39376528018535015868934510381824165952,325113.72
333342898325227485720191018314201595565,152220.22
216088076765437530118227326459456970218,71582.055
294256168413360318515649740566516009388,75166.24
249324748703273289890304775287749567094,123601.94
227934818343215729770705513085856574374,43447.914
157501721120159053919391416852016284295,95784.836
297125857657343693187052534926914461136,77937.92
87136029063634093621956857943240285302,64077.24
199891203388386369979675076525848750178,56089.242
102123055616796056444516517520597098387,89546.805
237512146312820589708317540195709404676,112320.67
30984280450885534059052913279584065254,92197.305
126374200467604593804720277004278327103,66112.38
317466905352534178610659571519473694514,179718.97
52865229602472061804485324233666817912,122928.81
86984224502002234419916772572194051581,107279.56
114416682475133609697441993429731470073,32897.76
49500288896238366923661810598993127844,101864.13
15465172849640768327142827133509494439,133534.97
307334256328869249308029400432335737804,70807.414
228144239113577275448986710580982616029,130590.77
287139027642678210570007827534054265052,122615.19
89914442558408418710315807541943703503,191930.64
157724668439282941424079171387574257679,108578.72
210560980823314089239746782467786021918,118838.16
9533463295747584642161614887871041149,78757.664
36155487406786930325759004510880817087,106946.56
234127326236134497876685668798607764717,75163.734
280305492068078804619353598740914253066,93728.65
206680675239217462017215069720218496509,40195.934
338819821210509135508780606674721178321,97659.48
204709679839831821149432932813402540678,184395.22
90875432458421346470025553495778630510,191732.88
275475573967873268188137718480930488822,127485.89
135798733167447402777119122060701579452,40817.332
16467710364998450246536251528420949308,75021.97
154737869680607241704521619955620605087,130909.086
275775611271881132098534927222118097805,49058.867
60452051161648408770616607730997043495,79774.48
55573982790391311975887758207573440948,105675.12
253718454255114896228371873750181818324,68659.445
314064790115053828119555179443554195527,125689.25
189570492320793832454485868809143337405,151112.39
23825261604921702409641748375342950297,127601.336
202301262511978571352794896695666151810,96693.266
104239568090079872488280748074678202013,270668.1
118155484109908082546418446225943368418,180508.06
255279298803366738058226980815231053100,59536.17
205713080891740291665828451730565250400,69609.164
271567936429803209749917402080660109484,127284.0
83500313040262972087502975096864972395,183587.0
199825580750147224320742424928048221511,107606.52
35503660709160520879029443480036147850,84556.125
136744533749502088151319862288356809373,79927.45
14646148787543855550889731877407837757,192935.17
175456875639756620367724513315924621300,69139.51
171887264709983159676256955690666649895,56179.65
5575201071375003157687971982995539245,212166.4
11124399571277862461246801293141325136,187990.45
278012921215945326618316328031414262851,170005.81
127163062492495403313007757062409704463,41274.29
302695598952433192347337048974293502177,86743.836
339163194157299289931219327984398277845,30950.176
253179630755522290489067862817016603658,107606.52
107540865078806037752380310797439708594,102337.44
202747226890809260721851930190733529606,135477.05
198478944601280023843585927406172044192,124500.36
286842543879735416835221285521231976811,65219.895
143789229725002136498207123538125838974,117771.414
78201854589030752101710975166249263249,107279.56
71539818043384923993008937350352775921,26926.295
123838437268533573587350797170799646707,74099.07
165334355852046750199663818885453553125,204773.8
164847888876547845123316770012937374547,89948.65
101135033363139067389828698436653266246,117486.82
141374361982310778378841790263765631649,56572.6
51501364974414551550325981205185510805,53823.74
333098681727869732356509759583146783243,66399.945
80234378433697420595695125518109986563,75021.97
297673004618655036199009294723374585563,177636.45
204724813217968425232608712280389418541,87639.93
164732854026285442006125485235942552321,107606.52
65445352835611637166375000661944038142,31924.342
125195180397772507627695240202467616668,25908.643
281257928188831742236443910034481673827,109040.86
72760201997291128414816024649253969344,221243.23
144585264635919229685952729581604945954,99293.25
109409243019479710215976616629206450313,125132.13
66976033741316305775253961608283832449,39335.004
115854473798371071480763488769637364279,177628.17
232720943751601322133996644526033346639,100141.734
323041358526122545640238179512661294945,42930.297
189571065590119531459030372972988857152,198337.25
278830396664534453595290082331423099313,73847.68
300984310880819626428136259167264912275,128386.766
173248095429072161014036748849902411499,145171.14
129039911398138055955082870056864208585,102337.44
146454092270544064133929926301811629242,75449.23
129592620248405902350506193046355842071,30984.52
55178716338064917038254616840335174957,119748.414
188552232778524889431723723986535909404,32295.14
68738777473678077230673408625002210423,150245.0
143650065470937114392016771268791037586,63171.88
217143375116427375702730221309107403659,53050.61
285857547045199800914494123990612675859,71134.38
135307513104369620859454296925004799348,99293.25
2903351729996390981740848403629759694,74182.12
235485459871309587269171897031165221213,91688.7
296017386177026941245492297942507209980,360725.5
212929532835870383542328836465070003847,128692.195
44792053188804682010358556072934285054,107273.52
249680012909723910609278828815276571304,177636.45
188132402142981885165263956858864369324,83055.555
243258499219043077613643874357523126764,83139.34
297502384825462058870825265698631506218,175054.45
20484051710416552458362127419414396483,162158.42
253948032676146630057917662989603693686,99164.11
98200588353689152620727029014419954738,100133.01
14122791477208854429014550356804400039,64370.22
208598248089930680140265319653144824605,59868.617
298475622302531653739931464689317637382,180642.52
2588788666534418410890966725724910669,68760.68
9712628666051113562075298365964280298,96231.125
42967026650221222538416328816510604054,80694.17
331810071519527017054662796283672827753,133258.56
285315356430762147444442091168700561658,97328.586
147573383959504740059941130006954501777,91910.45
173651776695050274824006374512756309389,172399.02
22835259108646484176565108425554436078,90889.3
163335522228145786871413464789921268309,158737.69
79580864837697488703994857109875663787,80736.14
18093722071694246612028534734330405579,31525.258
163127155367196180506199396832607404204,199205.53
82699271274473815957784110120006001949,66225.65
119898092235710363179284535290646251139,100141.734
68120108316829053172179957063351984376,131707.53
54499599180823728159929121859469171058,106817.42
63151179630102261748377560506608730501,118071.28
145333654310498724413243546511454058666,103087.68
336202983245746974226373123199424097932,314294.84
80276587309374821603900109141230287582,41165.266
211510309891117464265129987388111667353,106817.42
78028571701435535429546616699600331359,191913.34
113813549074392740531940720784724859923,97276.14
4297685766429111946834915150390189282,112320.67
23624265453284569334580840870468227772,63255.113
40400071986899913450748881177856040087,71123.75
90589443095105813267320082593691880299,44775.46
64930320159540942897278013024377003786,107273.52
319957631812806416896645654922579978210,123777.3
185473026310374331228749448739740100876,96843.055
198280088122233304964566473128626674145,96802.62
291324486703807995327553620926461671907,190486.52
252398412139115738462469940945037485073,105526.62
161513792123050520899783414867921277743,47771.383
133941859718052376156303456844748611253,72999.195
236698763821887412316107271979375660314,107606.52
220897024275644074828713990540418001480,75163.734
125219498777135759021804991213472079499,64220.668
225236262665838913695842569911381819725,68777.28
102867026959240407948863384849717666215,217477.33
334671611250424983149953582105157578426,95348.586
202238857962075377193838528819386294360,77371.88
294826381461538815116698354410337718266,79084.625
134053582412896256417478477747987287732,72125.8
69566145365553240194649203258354537667,92042.35
150522366131828823598206712951808461386,50819.73
72250783403620887886049259732989465968,78130.27
149743770509507373061143632577402033728,47430.914
96337196940644833794308798210198091549,169349.6
101203276212024016119653519236468639800,75541.12
31248253943168014374462287394366437933,105526.62
23539713890923689632095795947345883697,77541.22
119322438176104956226268695372268675189,73712.73
160148422500349597297641255927779145208,145819.98
175024054306603048190034460949283367640,48663.15
261523753462729151781825862367880716795,76315.72
128976127984583243513716114394905806987,91419.04
233048716786272920943060104472101528648,90275.61
174511354619462076066154910610110813789,125132.13
226725547755504887141429761436521674936,94563.42
37652492323093015957225863667113657025,103287.79
208214939247030690269364941652277831787,139151.39
241049905561862937130737499035170116056,117661.98
309355085650997328553497310476053555098,165139.39
210728588879522143994459928496984844980,85844.28
251083960652402088314844346716818748512,60058.39
32588674554020939958007130552937642615,70905.92
186179222591093597850855476680900540010,195681.81
27856973194359145454264272031826593500,84235.43
329445361760243842983634726634422777697,117067.68
60285670268150123009417941193032412545,83616.0
239904779609265423768652807122712092991,128594.336
231650690900163478605841528958264128339,100141.734
321482777312909765714981366332440515385,73653.9
90621921514849077206690405468877758127,87984.03
276639800720598623152441995708769505799,78921.52
35599638399921433618138546235782154856,119515.71
272428218641207652787244740019919302305,151203.47
13827434808544997620760470011697996468,56935.895
279109446575198515639225706796741027578,58492.906
321479234739908702289078207762751987253,101290.445
174226979497698774600206385080890750393,70709.734
182865986909959534261193617972188889622,48663.15
172437796940895194616424248937567297033,107144.38
282030584629451581278202376721710140253,78757.664
82428450005224601160890646842224934962,57355.43
61024120410364780648670176969791841597,55405.09
96433814024280757107003356846278915942,321561.78
31246285850180460465016063464660475349,107273.52
245585367744756540172202614617202064353,125667.555
237394978259990110809417167930788706709,134569.19
334096094956643999902665108397890687915,180123.97
306266746511331768733272013281118295466,82543.21
251860337105667763925066449012204406156,44629.39
251653768642785546864541895217336209511,118071.28
291620155159733413978494988074847918877,107279.56
327080493597510383304380083829027279620,53217.633
244422386314672151923814279993057016197,74608.516
170462664291315293128991148401721771893,136718.78
257989218701519970657409064642825336761,112586.03
331374419574041081900320833387314971312,95013.33
23073044984134910223233700611528674857,112200.95
42997397897279951237916754310773533848,117907.83
63298095955990174110679892898906751162,78757.664
297497593148569665484188355438474127610,89084.664
303445302866133442197370745635093694607,52202.13
322861063233554373348361057314083231866,68038.305
48527108152221097263004277032742101901,131707.53
75117505424078084191042295334377867157,69609.164
116018537774967638136657499654347725670,109467.22
135383065058255621626762415910044371310,205755.56
47574077580288490919190048199821943843,107273.52
6459793829982592475621262167303176441,93728.65
95106860532472896539899332617165990206,88419.836
28782640768709979411527357307827215206,66038.766
262977950922453685910476157547202117178,177963.4
174071088075748030245400208914439434569,209883.33
124671737261089704157954636996271464368,226316.06
269337118762467309308463785279520896705,136868.58
209259198101109684380882037267825895191,46658.56
139370578642362418059309898482433877864,59536.17
28994136543280939635253308565413799637,78180.54
293258297621810430619050641692062405291,93566.59
272381528732508241840132189183229013633,190600.8
307874037903053987384098599658954960403,111680.87
114021850146525252940099530982196156899,118071.28
85435999546019100641741099476461592814,135637.53
103119620189893041936528088174707335721,233201.31
314561543389180668998532834943265131600,209578.64
239141765600935393217628201889053036054,117250.625
76697964033457283201307050020873621097,120137.31
264305253634443490177586368628574983127,31696.014
131551992554677248780326195041999521641,166436.19
198837458199740351146789848033075668948,71134.38
159709089640309121793209096188059608454,159696.16
240435520661011051559441709781667984799,91081.305
23716439816665350271030334842843532806,80501.48
297198590332052235629209184892465938488,43975.312
197440825275921787996050910581003183399,60330.758
180745679040798042111497260945986779480,106946.56
119990119986468488812276117215201680242,107606.52
6945802264217055818092053196773826385,70355.98
63104735371462773681687091469410802663,82156.87
268014220097092881785502328357683444201,106523.6
8201931349127617775359419030543521126,90095.69
293424115049060887892633269783012383044,50598.42
197527187648268149802247209693405400409,109040.86
241005170925789036667791898595595904503,90137.14
247539232104409163657861640451876304710,107606.52
202615412439834095586482453962687156511,197867.06
292921571396805845952761765719774180560,87406.19
102146554643520147196799385145966778108,132821.58
204594591089767708292473470732793468211,87406.19
164465677939480316050438667344105947900,106946.56
313502068069833992081242489791425031266,75166.24
235768787164618217165155438262046263692,106523.6
55482365971527415759968201272640894504,106523.6
274510050161826866069319990064565352379,150302.78
262354354853492426548394391999577075965,76568.35
225178758495725232781682742284966795979,125966.766
204835397801258708635166012232206159069,35830.668
120967717512667959337579062496782760110,107606.52
69384468168979227396597175419708401385,196791.45
172353782416662670206836966071405640207,83394.086
93664377973271838839872435717131202372,95318.74
336962307751087384360720729772151938674,198404.58
223211215527692183328503667521863673491,55309.86
187613432585728730467042277361250283606,114156.0
296796692720149849099945091958444423201,66705.78
296694309736193534514080707751418764951,53657.363
62668871867764030771057639508006689193,74942.36
5831364671951890472547869995277254299,80432.24
263520175526383534143113600685410797656,60157.027
93913047554725302387672925099981219688,92177.53
187792144573873345913492012481628017632,99676.17
77193727270470647613941630346905657311,96773.14
93244863950305285144596145833484120288,68936.09
45554261791996034889771606828002084386,121748.02
145627501098448461286251287367478324636,87035.5
276147028044265022870578596152793055114,195124.23
101810035134786842992753455846496289258,112320.67
323649586881187815567646172577411910445,94862.484
240863300038824173019158558840375415006,92384.516
173259610703588301741742956959056249895,110870.7
210905950392861096479052960836081656317,72537.055
128123573544090055831088190798031307459,97276.14
55331053745102355983166789843999492215,50925.387
48924668154930834035890216021535860354,124715.18
98224473881241589576622027216816442592,35156.07
14607365457941867148801170049009692501,122291.31
167709308386275857976247794371249982492,72769.766
281031027492928380289843540495909878389,109994.62
317149933610832227902185030471313787327,117444.45
111873775427756287979226848974192301259,117527.53
21732850300051998297432811644962009424,184139.53
179559082498078581615567026913696075672,221601.19
256602505649871276722662307659510294211,106988.99
22837704223911865020431001608491555752,131052.305
153159405405938019793662006311248601879,191586.39
68046588578452589891125601598293455313,107606.52
54671517419370338496053937769382791466,118376.016
90733476337379567597363786612760856032,109040.86
74829755756627131841443634317001341736,64473.223
113699792614803396920615618241540403401,106817.42
30936748530163120286385641811335600461,96231.125
286718433484587099650313690594810283594,107273.52
53040905238521430480941937930371515428,195124.23
227799093612016492473942204223898916300,108010.6
105984803437282127547981289078723527950,119697.92
136216515618315479760141515440713508817,89348.04
313923828364562409583774076139412029011,101903.03
256535569668688044055657155972002367305,58353.35
161276830978411174065922231037346740601,72024.71
193023133616328233897351538456231158090,233244.77
4512377955309037570718946592053675659,71262.49
241451673262290873796345276645171664574,95730.66
333137917729421843565229448550132743099,68777.28
1221041602141664073474928881033556208,95189.73
17693043260028121027089293608575874719,86479.4
233874613249501726158359004825126672717,76150.29
29423918183434242527795245203965210040,96338.43
123067147644698118361563184329144169322,196538.84
67576390047220591927881908117280881658,160544.64
336003013146988853800784692458907554574,82229.91
70951099996019165330364593572305503956,159006.75
151224142156186274037047186842294495829,84593.08
146803890080797364411341022309509510264,107144.38
25487128775669594102704570724088844680,90623.22
306159349104268798007063272844916813953,66199.414
233291875187806547977182734749322121862,155101.25
103649543423223076863255553023531795834,68777.28
270419948556221225284557703914504804773,89821.45
153143792449153214053000004836545450892,153530.84
230242894518258571172529839682883252730,103549.82
319099264280577149828280051496192787761,67762.625
146492844261498105735420560399358236019,53448.492
163251387522305411570093471177086938140,52755.49
25300857819109779184345067172438647882,91874.79
55633187676924862681300840783529537689,149781.98
49199423497082223217556870394814374486,53448.492
232357932937097041210389446840660380427,53657.363
179483086047331285983377132760211350903,191964.53
29373031418043196892692294558664390417,93658.08
107534969967686423893345820589020535183,80232.03
120571815096626943750133056908936948271,94527.55
7421158607189639371215373350674206761,107273.52
238931719318297330950784975087797919596,69609.164
202740346843306123820415199475859312431,122291.31
16689349456841037733448425087673613313,194171.28
148012297211569996918246033270198429904,74232.87
128134122255386696428544882265409106446,137806.78
167571214511516832945171208176627612712,89774.734
184011296344462591085710616872611436235,108859.086
169465487970916295739813846274011675806,206580.75
130361622420383463631320628394717003594,99293.25
331939185720524013599255400570283504929,83273.82
87569485918088662283183271922738488516,192089.42
230770798992268501450776463003194639732,275204.12
267366593531094671806032177970423243545,36300.723
199926103285675930644982006459416881508,184435.48
266968967193173347503176998725646076891,65352.66
167826333249432716075387587663476830642,69214.875
108079317452072310552947425358187509795,81916.54
9168411426075452458185969563102169587,71842.68
220379336042208157890174508853219985932,85836.39
85409792209302072958295631370822171481,102401.99
108315930477246960256898885070132765549,112616.99
138178784399745546903000249739742628317,49598.707
109448753225848176241892743310724339979,107279.56
48101656465622908930780775584338307218,189299.84
232801260678107817119662434103089539368,84684.83
112833514130234775896592581776665798909,96843.055
9384820527271037871381619236739389861,168603.12
315097976795297949477277736372802455645,157698.08
312987999748196768585101910704287518542,74804.75
283651273349744897088542597613004918027,69684.62
191707011347213468997511459845389328772,94006.516
106126552952767148144530241726666260248,107144.38
262257703451875066796956509815234366525,137479.83
255899024359694569239113092815148643067,129272.195
114163801675410359107519624300502244902,92197.305
301845691767161820288502742698662503795,107279.56
92399079994829498252553662280447550917,107279.56
158804745485988047989860050863828343572,74618.41
318699126633889037088666172336291942624,176106.81
297113933456367162152615096919381931216,191627.28
200474866821927106545646287488808154750,80367.29
223364885293845944023077962389108782322,171196.88
324259604829407840034702555074969608284,83016.625
304251078569827531719315443927824180532,99293.25
85937733805633898752021913054308068083,147667.12
108988859207308663542987611483639159746,191788.03
47848824771395338822774077770152379022,79084.625
262530606945227352928297373721306909095,168894.05
85655886151670580390594330040409894715,107279.56
298184819601131827432255644952446151139,141442.98
95408789758622402538585804660216291413,98124.625
122922019966644222202211091240044218095,78516.57
6183578569648095484412718463440995947,76341.38
274289386281548429745922021350086948492,106946.56
34726844729402804128730979944393175105,167725.84
84586487247906666871938532911179156985,163588.98
120720460409397920123702648540262031826,90242.99
177428445547268755903878606004149437457,71203.016
115727112823962086715150476270670577224,105840.48
339528554109159399082023803339182894416,108707.86
112278505536089834610003192301155278804,36230.27
150655854973961180217246925576293399359,78978.76
205140978981549998314456055277617950113,178637.61
143222924043442198672515275261268840852,46459.902
222242097176001330821166420256776320110,129935.72
185476235461315152883459846018078939215,106817.42
24794255420283459042556305910004824666,155296.81
170386853337925700376054620257950480449,93714.94
89599337796887808678188089542023955663,96737.98
132628385969591720084437515617436345258,93714.94
209256260831814267858812755372744724120,96800.57
299146289036887060771322345088475321603,314294.84
92140014150081803186089534965577345234,205142.08
226355025621852547584556966612186353329,83055.555
111623792219171615574882803767741582070,127589.08
46237632461759844965282080433067697831,118437.79
61695533361580951386408461686939254088,139497.33
117251161372699306098820073617300301321,102445.17
162614583266159708266060544483628565702,100976.34
18256075536139580588971282656211823044,108504.04
62654592931377320017541022105734341203,155758.95
134202830665590339886104045100211910585,285776.38
21466350819012893278873017601774573473,49058.867
197898324935814690760476782890500989679,107389.96
218822826497051928064213202937899447261,76612.43
192658336119531627258676196031085516123,75449.23
223774110559714138774010498697179442824,83055.555
15249136929818490067287455981620239864,122291.31
130656210153993294370526814910713193064,68502.59
166391612744862182994035048026354720642,88983.83
280509122589601939716717203643713325254,86222.734
50223846429254930232117360429159322266,144322.66
43925799629666704047178916587341580228,122291.31
337502497904050294645895317224982883125,45907.883
288295058279943284835951085101241297491,107144.38
280534277282576185484996327752707755697,89948.65
258119514855432888420937880472534243207,48401.555
9772834812601520113189408874212276295,118071.28
66220066710315663565407281725948002612,179397.77
110727436952411206226008905770428374199,107606.52
327459637510857203580281319398736411093,157889.2
180902441541917081439197762689970056157,107279.56
195646360202006788061140201502351849360,78921.52
10984307821242410646630392008348020221,118919.766
76885141875662922763960223233735311473,64077.24
55137005805746570514574168127221219837,80605.914
76761833385223063046137359308466820085,54910.754
262777752576421472839978739018662329400,89290.61
107836276518637544399059825615432470967,77867.44
164706530572775337339120928635583108171,107606.52
145636524351214153172239589036091641135,118919.766
90011607384155384770064092836449507905,89542.87
32013060510255531241399955107528297204,118397.36
58132250069377287141439325366186131348,90562.336
260299131919780391821764897939650436269,172754.12
184335110908305304561788893627314383822,104001.71
285609111316912174215182551382226425438,80230.67
251285943387521253992985543292401960687,193434.23
302864442564466057520822338223671948348,107538.25
210195564817765968289490858267398111800,100461.445
176242774880698206057229450897907718536,74559.83
305349260229463248624223244096533976565,109040.86
306130767528755227925470070566059891463,204225.53
177930325763688060562347548389612272986,48663.15
64758506056774013252785672377511544866,62333.773
126257881433965685496756133890598020862,77506.914
45550438404830077352673835502361099690,98131.695
289636635413122103808404958199468056778,124039.4
231679144052465154412903539745619452492,53783.734
191391336220553970914055796477701508997,78180.54
49909897301417576140462097782221287257,108714.43
336903809994643761465525983359177296392,78760.516
40436827956495426778336635685792858652,76612.43
210353392882468865098074135417735838141,161008.1
208927952017920785992992655794401270489,79084.625
68228648817480960632243362783861146900,107846.52
307747602889219211610957180991715895216,220559.83
8375557495036358634111445312703241505,90275.61
166716319611153469610934888302823774467,107273.52
120656670300819127990639685601218036143,106960.95
88908252589658796568084855522623433205,107606.52
262495862260503272478342633552949722457,80514.055
136802685343150415101376293503648004384,52320.86
283057648150848548139517076380641390056,49511.63
312015766270400598356098587631288926820,88796.8
119763057072017066159608766082934076498,109192.29
25690640011138977899183262845290313134,94177.08
192828079702959759018822330963789483677,88488.414
151240579350997948502950208778908483117,55977.914
140625652985486528477451563589449043401,84886.47
16624156396811961478050606735457627266,149374.19
21613869578512592717518284113045621238,91599.016
243551972103953672143846431985519760754,80236.62
293740708241318791669353330470080169142,210257.62
226094743039807410440053576284910789897,133786.86
181600626434117988358546010762037198555,137717.06
190489145631771051882253257791214845124,90295.195
259736333159798382669871155120834163759,108396.945
186588760731007689458335177302459975710,174926.61
24260661938461244929865469137377193366,66864.555
205930353514314629250640208542184640324,168603.12
241181928168075807325772631323399010512,255366.3
98698055209715855597433139576602947875,106817.42
126252611180659645699525588106032964204,64566.516
269167468196146757335446717604343242917,134393.9
267527403562136683844202786804414467738,172399.02
300793628976504709458030764561228475482,108354.09
75389753874545168689507080802929900647,108560.11
135851566225364566546612559761012478373,118919.766
268830704055098708319094509981463638083,58428.094
136623509624011484546741952752293081148,78845.25
237309455263492788144133810655915453947,178040.02
123409373992677055364445316892452847513,73204.99
314238367306004697407333679394517841792,59868.617
314950546563098001766558340419152432651,77180.21
218742797854613440992563038162888036227,139577.36
321264688634511960940641975439150174807,117521.484
144119158392337171234271973682242378150,106985.74
33011262467499849919312382913024124169,97725.49
229562746935930016538341966519969728870,124500.36
206648217531879332134922567321935657897,106946.56
290685733207147541407923880881331261757,134901.48
262358741451692325992969588417204803798,154750.27
270100366478408615436964366181024475931,58851.316
45504148997984772389594179220176928755,93588.21
116419329991514785491032736555588939802,67562.23
89110394236923650834632681025843108228,89542.87
333486917726954389179117824504961458272,90148.414
149219584910540336360733634483944984326,110513.62
249381854510347539632339297030477466473,140388.88
73872849527341836478443739851726421776,93714.94
53609929547882738911808112721167643653,235687.98
225982378560483961855411934166313974558,221243.23
4276901659449223087609005371937738017,195681.81
118420096741187498219005751003644395951,94727.586
301522728698534685718104198843854197351,145447.56
216959656527418216542205371197955959670,126970.516
123327799953051350333010366222294060578,70709.734
238254014216869968059442179929716093143,74695.01
103551839541761704464426777028372229534,67167.914
76544939089941810967361398666355059537,212305.23
240778248532064529084894499724060305348,53017.32
328240021934306966416897264153381802457,61704.05
228036522019557195074237059398439426450,272018.28
159850181867459780352801131089111140392,62965.406
221293211705172354212445322194863650521,201128.75
